id,summary
tifu-test-02022,"i tried to make a fire, got burnt up my house."
tifu-test-02023,"i was a joke of my friend's school,"
tifu-test-02024,"i went to get a toilet, got caught the bathroom and ended up my house."
tifu-test-02025,"i was a wrong of my friend, i didn't be the first time."
tifu-test-02026,"i tried to get a girl, ended up my friend was an school."
tifu-test-02027,"i tried to get a cat dog, ended up my house."
tifu-test-02028,"i tried to get a girl, got caught the school and ended up out of my friend."
tifu-test-02029,"i tried to get a girl, got my friend and i was not know it."
tifu-test-02030,"tried to take a shower, got drunk with my house."
tifu-test-02031,"i tried to get a car, got"
tifu-test-02032,"i tried to get a girl,"
tifu-test-02033,"tried to get a fire, got caught my house."
tifu-test-02034,"i tried to make my house, i was a few day."
tifu-test-02035,"i tried to get a new car, got caught my house."
tifu-test-02036,"i tried to get a girl with my friend,"
tifu-test-02037,"i went to get a girl with my friend, got caught out of the first time."
tifu-test-02038,i tried to get a girl with my girlfriend.
tifu-test-02039,"i tried to get a girl, got drunk in the bathroom."
tifu-test-02040,"i tried to get a internet of my phone, got caught it was lost the first time."
tifu-test-02041,"i tried to get a bottle of my coffee,"
tifu-test-02042,"i tried to get a girl, i was been drunk in the first day."
tifu-test-02043,"i was going to go out of the movie, ended up a theater."
tifu-test-02044,"i tried to get a picture of my friend's face, i'm be the first time."
tifu-test-02045,"i tried to get a shower, got my penis."
tifu-test-02046,"i went to get a car, got caught my house."
tifu-test-02047,i went to get a new store of my house.
tifu-test-02048,"i tried to get a party, ended up my friend and got caught out of the first day."
tifu-test-02049,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-02050,"i tried to get drunk with a party, got caught my friend and ended up the first night."
tifu-test-02051,"i tried to get a new house, ended up the police of my friend and got caught out."
tifu-test-02052,"i tried to get a joke, got drunk and ended up my dick."
tifu-test-02053,"i tried to get a girl, got caught my mom's house."
tifu-test-02054,"i tried to get a bar, got drunk in the shower."
tifu-test-02055,"tried to make a girl, ended up my mother's birthday."
tifu-test-02056,"i was a guy with my friend, he got caught out of the date."
tifu-test-02057,i was going to get a game of the train.
tifu-test-02058,"tried to get a door, got caught the house in my apartment."
tifu-test-02059,"i tried to get a girl, but i was going out of my girlfriend and she didn't know it."
tifu-test-02060,"i tried to get a new job of my computer, and i'm busy it was not know the same time."
tifu-test-02061,"i tried to get a girl, got caught her mom's car and she was called me."
tifu-test-02062,"i tried to get a dog, i was burnt up my house."
tifu-test-02063,i was a girl in my girlfriend and i had be the room.
tifu-test-02064,"i made a joke of my boss,"
tifu-test-02065,"i tried to make my house, got a fire in the floor."
tifu-test-02066,i tried to get a girl with my friend's face of the date.
tifu-test-02067,"i got a job of my boss, i was fired up to be the first day."
tifu-test-02068,"i tried to get a girl, got caught up my car."
tifu-test-02069,"i tried to get a cat dog, ended up my house."
tifu-test-02070,"i tried to get a car, got drunk and i didn't buy my wallet."
tifu-test-02071,"i got a piss,"
tifu-test-02072,i tried to get a long of my ear.
tifu-test-02073,"i was a girl, got caught my mom's house."
tifu-test-02074,"i got drunk with my friend's party,"
tifu-test-02075,i was a game of my friend and i didn't be the first time.
tifu-test-02076,i didn't know my house.
tifu-test-02077,i was a joke of my friend.
tifu-test-02078,"i tried to get a new car, but i'm stuck up my phone."
tifu-test-02079,"i tried to play a game of my friend,"
tifu-test-02080,"i tried to get a new girl, i was stuck up out of my phone."
tifu-test-02081,"i tried to get a toilet, ended up my house."
tifu-test-02082,"i tried to get a bottle of my house, got stuck up the bathroom."
tifu-test-02083,"tried to get a girl, ended up my friend's house."
tifu-test-02084,"i tried to get a girl, got an doctor and i didn't go out of the hospital."
tifu-test-02085,"i was going to get a new girl, i didn't know it."
tifu-test-02086,"i tried to go out my house and got a shower, ended up the bathroom."
tifu-test-02087,"i tried to play a girl, got caught the game."
tifu-test-02088,i told my friend was a girl and i am going to tell me.
tifu-test-02089,i was a new room of my house.
tifu-test-02090,"i tried to get a new laptop, got stuck up my phone."
tifu-test-02091,"went to get a girl, got caught up with my girlfriend."
tifu-test-02092,"i tried to get a lot of my penis, got caught it was going out."
tifu-test-02093,i tried to get a chicken of my nose and ended up the stomach.
tifu-test-02094,"i tried to get a shower,"
tifu-test-02095,"i got drunk in a party, ended up with the hospital."
tifu-test-02096,"i tried to get a new car, but i didn't be the road."
tifu-test-02097,"i went to get a girl, got caught my friend and ended up the first day."
tifu-test-02098,"i tried to get a school, but i didn't know it was going up my mom."
tifu-test-02099,"i tried to get a girl, i didn't know it was my friend."
tifu-test-02100,"i told my boss and i'm a joke,"
tifu-test-02101,"i tried to get a game, got caught my head of the party."
tifu-test-02102,"i tried to get a new computer of my phone, and got stuck up it was not have the same time."
tifu-test-02103,"tried to get a dog, ended up my car."
tifu-test-02104,"tried to sleep with a girl, ended up out of my bed."
tifu-test-02105,"i fucked up my toilet,"
tifu-test-02106,"i tried to get a shower, got my bathroom and ended up the room."
tifu-test-02107,"i tried to get a water, got my foot and ended up the fire."
tifu-test-02108,"i tried to get a girl, got caught my girlfriend."
tifu-test-02109,"i was a girl, i didn't know my girlfriend."
tifu-test-02110,"tried to take a shower, ended up my bathroom."
tifu-test-02111,"tried to make a kid's house, got caught up my family of the birthday."
tifu-test-02112,i tried to fix my phone and now i'm a new computer.
tifu-test-02113,i tried to get a game of the school.
tifu-test-02114,"i was a guy of my friend, i didn't see it."
tifu-test-02115,i tried to get a picture of my mom's new phone.
tifu-test-02116,"i tried to get a lot of my house, got caught it was the fire."
tifu-test-02117,"i tried to get a pisser, got caught my house."
tifu-test-02118,"i tried to get a new job of my boss, but i didn't know it was fired up."
tifu-test-02119,"i tried to get a girl, i got caught my friend and now she was going out."
tifu-test-02120,"i was a girl, i didn't go to get the party."
tifu-test-02121,i was a girl of my friend.
tifu-test-02122,"tried to get a dog, got caught up my foot."
tifu-test-02123,"i went to get a bag in the door, got caught my house."
tifu-test-02124,"i tried to get a girl, ended up my friend and got stuck out of the first day."
tifu-test-02125,"i went to get a girl, got caught up with my friend and ended out of the school."
tifu-test-02126,"i tried to get a trick of my nose, i didn't have be cut up it."
tifu-test-02127,i thought i was a class of my friend's teacher.
tifu-test-02128,"tried to get a girl, got caught my face and ended up the bathroom."
tifu-test-02129,"i tried to get a game of the party, ended up with my face."
tifu-test-02130,"i tried to get a picture of the school, got caught up my teacher."
tifu-test-02131,"i tried to get a car, got caught the road."
tifu-test-02132,"tried to get a guy, got caught up my arm."
tifu-test-02133,"i was a lot of my house, got to get the door."
tifu-test-02134,"i tried to get a school, got caught my teacher and i didn't know it was an class."
tifu-test-02135,"i tried to get a girl with my girlfriend, but i was stuck up the first day."
tifu-test-02136,"i was going to get a girl, ended up with my girlfriend."
tifu-test-02137,"i tried to get a dog and my cat's face,"
tifu-test-02138,"i tried to use a new phone, got stuck up my laptop."
tifu-test-02139,"i tried to make my house, got a shower in the door."
tifu-test-02140,"i tried to get a fire, got caught the snow."
tifu-test-02141,"i tried to get a toilet,"
tifu-test-02142,tried to get a wedding with my dad's birthday.
tifu-test-02143,"i tried to get a wrong of the school, ended up my friend and got caught out."
tifu-test-02144,"i tried to make my thumb of the hand,"
tifu-test-02145,"i tried to get a car, got stuck up my garage."
tifu-test-02146,"tried to get a shower, got my bathroom and ended up the toilet."
tifu-test-02147,"i got a game of my friend,"
tifu-test-02148,"i tried to get a pizza, but i didn't go out my car."
tifu-test-02149,"tried to get a shower, got stuck up my foot."
tifu-test-02150,"i tried to make the microwave and i was a fire,"
tifu-test-02151,"i tried to get a chicken, ended up my nose and got stuck out of the first day."
tifu-test-02152,"i didn't have sleep,"
tifu-test-02153,"i went to get a girl, got drunk and ended up my car."
tifu-test-02154,"i tried to get a class of my friend, ended up the school."
tifu-test-02155,"i tried to get a guy, got drunk in my friend and i was going out of the party."
tifu-test-02156,"i tried to get a bottle, got drunk with my head of the bar."
tifu-test-02157,"i tried to get a dick and got my penis, ended up the shit."
tifu-test-02158,"i tried to get a girl,"
tifu-test-02159,i tried to get a guy in my car.
tifu-test-02160,"i went to get a girl, got caught my bathroom and ended up the toilet."
tifu-test-02161,i was a lot of my doctor and i didn't have be been to take the hospital.
tifu-test-02162,"i tried to get a guy, got my friend and i was an doctor."
tifu-test-02163,"i thought i was a girl, she didn't know it."
tifu-test-02164,"i tried to get a game, got stuck up the front of my foot."
tifu-test-02165,"i tried to get a kid, i'm my brother's dad."
tifu-test-02166,"i was drunk with my friend and got a girl,"
tifu-test-02167,"i was a doctor, i didn't get the hospital."
tifu-test-02168,"i tried to get a girl, ended up my mom's school."
tifu-test-02169,"i tried to get a guy, got my friend was supposed it."
tifu-test-02170,"i was a girl, i didn't get the school."
tifu-test-02171,"i tried to get a car, got caught my house and ended up the road."
tifu-test-02172,"i tried to get a girl, i didn't know it was going to go out."
tifu-test-02173,"i went to get a few day, ended up the toilet."
tifu-test-02174,"i was a girl,"
tifu-test-02175,"i tried to buy a pizza and got drunk,"
tifu-test-02176,"i went to get a new car, got caught it was stuck up my house."
tifu-test-02177,i was a girl and i didn't know to get the bathroom.
tifu-test-02178,"i tried to watch a video of my phone, i didn't read the first time."
tifu-test-02179,"i tried to get a girl, got caught my car and ended up the road."
tifu-test-02180,"i tried to get my car, got a new phone."
tifu-test-02181,"i tried to get a little day, got caught my head of the first night."
tifu-test-02182,"i tried to get a new car, got stuck up my house."
tifu-test-02183,"i tried to get a guy, got caught up my car."
